Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Loss	ClipFrac	Entropy	KL	Acc	MaxAcc	MinAcc	MaxTrialAcc	TestFinetuneAcc	TestFinetuneLoss	TestFinetuneParam	NumAlphaAdj	NumEstimations	NumEdgeTrav	NumIllegalEdgeTrav	NumAlphaAdjBeforeTrav	UniqueEdges	Time
50	2.4085333	1.5836492	4.4037094	0.0	165.08333	0.00016430284	0.22281365	1.711485	0.053832162	0.29493672	0.55	0.05	0.3642857	0.15	2.4076767	88.0	132.79167	3.2916667	32.291668	0.0	11.016042	5.7083335	136.92308139801025
51	1.3015791	1.2003961	4.0641174	0.0	195.95833	-0.010700061	0.17632496	1.5622438	0.07219027	0.269	0.5	0.05	0.33	0.2	2.5132003	55.0	183.45833	2.0833333	12.5	0.0	18.636347	3.7916667	120.91101360321045
52	0.5985167	0.90907454	3.795294	0.0	199.66667	-0.011943781	0.21429287	1.5726223	0.10111805	0.2685185	0.45000002	0.1	0.3125	0.25	2.4930062	72.0	196.125	1.125	3.5416667	0.0	18.142488	1.9583334	103.53090786933899
53	0.41948032	0.51830834	2.067451	0.0	200.0	-0.024237221	0.14553286	1.6745244	0.06644689	0.30227277	0.5	0.15	0.3357143	0.25	2.4159124	59.0	197.41667	0.9166667	2.5833333	0.0	35.069447	1.8333334	99.15586042404175
54	0.4779767	0.5282203	1.7754385	0.0	200.0	-0.028951794	0.14272837	1.9216719	0.053451642	0.18999998	0.45000002	0.0	0.3	0.15	2.6925511	66.0	195.95833	1.0416666	4.0416665	0.0	23.793467	2.2916667	103.62954998016357
55	0.7870298	1.0143492	3.939394	0.0	196.95833	-0.025772003	0.103766024	1.9180279	0.043423574	0.24545453	0.5	0.0	0.35	0.3	2.5250716	73.0	191.70833	1.375	5.25	0.0	13.353737	2.8333333	107.93069314956665
56	0.6212652	0.6189865	2.3263159	0.0	200.0	-0.017387053	0.12389824	2.027704	0.052598983	0.17419353	0.4	0.0	0.27142859	0.2	2.7121258	70.0	196.29167	1.2916666	3.7083333	0.0	26.301325	2.3333333	106.20762944221497
57	0.24134876	0.287262	0.9882353	0.0	200.0	-0.025388375	0.14963943	1.9589758	0.055229623	0.1866667	0.35	0.1	0.26666668	0.35	2.3360229	82.0	198.08333	0.625	1.9166666	0.0	38.19293	1.125	100.50199818611145
58	0.45827147	0.57873434	1.8154799	0.0	200.0	-0.022637425	0.15705128	1.8487953	0.06379377	0.22291666	0.55	0.1	0.34	0.15	2.7169883	61.0	197.29167	1.0	2.7083333	0.0	26.711851	1.75	104.25801277160645
59	0.55122995	0.6003736	2.5970588	0.0	200.0	-0.016084736	0.11388221	1.7598972	0.07112648	0.2107143	0.4	0.05	0.3	0.25	2.662106	60.0	196.20833	1.1666666	3.7916667	0.0	33.76971	1.9583334	107.03975868225098
60	0.356292	0.46087542	1.6285714	0.0	200.0	-0.015272177	0.14648438	1.6565286	0.08697947	0.27894738	0.55	0.05	0.36999997	0.3	2.5419416	83.0	198.20833	0.7916667	1.7916666	0.0	23.717758	1.25	100.53142809867859
61	0.63851213	0.68216383	2.7638094	0.0	200.0	-0.021127537	0.1414263	1.8489188	0.056037825	0.2866667	0.6	0.0	0.35833335	0.25	2.6251311	56.0	196.29167	1.25	3.7083333	0.0	26.28718	1.9583334	112.48649549484253
62	0.7984846	0.5940893	2.0633333	0.0	200.0	-0.025225738	0.1293069	1.9630178	0.0282125	0.23684211	0.45000002	0.05	0.27	0.3	2.5545278	92.0	191.20833	1.5833334	8.791667	0.0	19.84682	3.125	121.99476623535156
63	0.86227393	1.0319133	3.2890978	0.0	200.0	-0.020142654	0.15564905	1.8636936	0.041504133	0.30757576	0.6	0.05	0.38750002	0.25	2.377515	60.0	192.29167	1.375	7.7083335	0.0	13.979375	2.5416667	103.84026622772217
64	0.81802005	0.7209614	2.6033332	0.0	200.0	-0.031981442	0.096103765	1.7658377	0.033496108	0.25657898	0.55	0.0	0.3111111	0.25	2.486827	120.0	193.875	1.5833334	6.125	0.0	12.847379	2.8333333	107.6078872680664
65	0.5354027	0.6926061	2.691282	0.0	200.0	-0.01410712	0.1438802	1.933	0.052252237	0.23799999	0.5	0.05	0.3142857	0.25	2.5897326	69.0	197.29167	1.0416666	2.7083333	0.0	29.019377	1.7916666	97.54027318954468
66	0.539687	0.54706615	1.9333333	0.0	200.0	-0.015971106	0.066506416	1.8656378	0.04596412	0.22222225	0.4	0.05	0.28	0.2	2.5124798	80.0	196.83333	1.125	3.1666667	0.0	29.445486	2.0	101.30757975578308
67	0.33769575	0.5396253	1.9111111	0.0	200.0	-0.017651817	0.15750201	1.7476816	0.092689835	0.21470588	0.5	0.05	0.3	0.1	2.610076	68.0	198.66667	0.7083333	1.3333334	0.0	21.179893	0.9583333	97.301194190979
68	0.12088972	0.25669527	0.8842105	0.0	200.0	-0.013730374	0.15695113	1.4476252	0.054775964	0.25	0.55	0.05	0.29000002	0.25	2.7615285	63.0	199.70833	0.25	0.29166666	0.0	13.354167	0.29166666	90.97028684616089
69	0.11461989	0.19107063	0.53333336	0.0	200.0	-0.025636366	0.10561899	1.4023906	0.045740884	0.17142856	0.25	0.15	0.1875	0.2	2.6116457	89.0	199.20833	0.29166666	0.7916667	0.0	18.42361	0.625	90.12585783004761
70	0.12600876	0.23039554	0.64	0.0	200.0	-0.008995122	0.083733976	1.1399103	0.020476628	0.26666668	0.35	0.15	0.26000002	0.25	2.5104258	82.0	199.66667	0.25	0.33333334	0.0	19.083334	0.29166666	85.52189660072327
71	0.19801466	0.30723608	1.0	0.0	200.0	-0.014660488	0.081530444	1.3880628	0.025856072	0.3111111	0.6	0.2	0.4	0.3	2.6047375	97.0	199.25	0.375	0.75	0.0	16.800346	0.5	88.76895380020142
72	0.22559641	0.39702815	1.7970588	0.0	200.0	-0.008929574	0.0945012	1.4191593	0.029111506	0.29583332	0.45000002	0.15	0.375	0.15	2.65199	91.0	198.95833	0.5	1.0416666	0.0	20.946428	0.7083333	96.7995777130127
73	0.27956155	0.23472686	0.6	0.0	200.0	-0.026423082	0.16661657	1.6566521	0.03531946	0.2735294	0.5	0.1	0.30833334	0.2	2.325655	80.0	198.66667	0.7083333	1.3333334	0.0	50.43254	0.875	96.50527381896973
74	0.37502792	0.41899467	1.9263158	0.0	200.0	-0.030057251	0.14252804	1.8101698	0.05500123	0.25476193	0.45000002	0.1	0.3	0.35	2.5603082	54.0	195.25	0.875	4.75	0.0	30.158865	1.8333334	98.32810044288635
75	0.9934681	0.56201816	1.9686275	0.0	200.0	-0.027073016	0.1985677	1.8524996	0.06377908	0.2510204	0.5	0.1	0.29166666	0.15	2.7004595	85.0	193.33333	2.0416667	6.6666665	0.0	22.103142	3.8333333	117.52385473251343
76	0.9897483	1.0009735	4.3817544	0.0	195.625	-0.021098917	0.1516927	1.864652	0.050373286	0.31333336	0.65000004	0.1	0.37142855	0.25	2.5799427	96.0	189.33333	1.875	6.2916665	0.0	24.173674	2.8333333	123.92861890792847
77	1.0338584	0.72787994	3.91	0.2	199.04167	-0.033219863	0.15076263	1.7504902	0.053924978	0.2904255	0.55	0.0	0.40833333	0.15	2.465418	106.0	192.08333	1.9583334	6.9583335	0.0	31.663626	3.2083333	113.37986040115356
78	1.3831588	0.963223	4.041282	0.2	196.16667	-0.020791462	0.13045874	1.6907449	0.06225	0.29655173	0.65000004	0.1	0.41666666	0.15	2.3929539	92.0	188.95833	2.4166667	7.2083335	0.0	30.211403	3.5416667	119.0140745639801
79	1.023322	0.77480996	2.7019608	0.0	200.0	-0.014857043	0.17928688	1.7477518	0.062326353	0.275	0.45000002	0.0	0.30714282	0.1	2.6237292	85.0	193.33333	1.8333334	6.6666665	0.0	21.300299	3.0833333	111.75089621543884
80	1.1203893	0.7715217	3.122129	0.0	200.0	-0.01649621	0.15089144	1.6858047	0.060529947	0.34270835	0.6	0.1	0.40625	0.25	2.534706	98.0	194.75	2.0	5.25	0.0	28.603292	2.9583333	122.256520986557
81	1.2161931	0.83606404	3.261039	0.0	200.0	-0.012084123	0.15109174	1.722475	0.049490523	0.3552083	0.6	0.05	0.3571429	0.15	2.7072983	100.0	193.66667	2.0	6.3333335	0.0	27.131325	3.4583333	127.13442921638489
82	1.7241236	1.1248692	4.1025643	0.2	194.08333	-0.017983878	0.1869062	1.8446857	0.048716944	0.38529417	0.65000004	0.1	0.43333337	0.25	2.3687534	90.0	182.125	2.8333333	11.958333	0.0	16.829805	4.875	137.18307185173035
83	2.0072982	0.86986476	3.9009523	0.84	198.41667	-0.013650194	0.16092177	1.8143473	0.04531904	0.3222973	0.6	0.0	0.39000002	0.2	2.2687695	131.0	169.20833	3.0833333	29.208334	0.0	6.5750146	5.4166665	131.23782801628113
84	1.1045846	0.8757733	2.9676692	0.0	200.0	-0.018471776	0.109024435	1.7104498	0.027463457	0.32978725	0.65000004	0.05	0.4125	0.3	2.350307	119.0	193.95833	1.9583334	6.0416665	0.0	27.99018	3.0	113.08478546142578
85	1.2109553	0.88952553	2.7466667	0.0	200.0	-0.017479142	0.15715145	1.5462452	0.03897983	0.29700002	0.75	0.0	0.36875	0.2	2.5062168	93.0	154.54167	2.0833333	45.458332	0.0	8.476907	4.2083335	113.62690544128418
86	1.3558594	0.8269775	3.0971029	0.0	200.0	-0.023610547	0.1534956	1.6382427	0.04924007	0.38425922	0.65000004	0.1	0.44375	0.25	2.3527474	86.0	122.291664	2.25	77.708336	0.0	1.9155222	5.0416665	117.855135679245
87	1.2066451	1.0675942	3.6247618	0.0	198.5	-0.021022404	0.1480619	1.7686062	0.04684031	0.3	0.55	0.05	0.35833335	0.2	2.5437362	95.0	164.375	2.125	34.125	0.0	5.1108356	4.3333335	118.00636386871338
88	0.9054486	0.55063415	1.9607843	0.0	200.0	-0.018540686	0.12985776	1.7755469	0.04590511	0.29880956	0.6	0.05	0.33571428	0.35	2.353088	100.0	186.83333	1.75	13.166667	0.0	17.392149	2.4583333	112.29047966003418
89	0.7857444	0.46229038	1.96	0.2	200.0	-0.031507123	0.1585036	1.6966788	0.07947913	0.33157897	0.75	0.15	0.45000002	0.2	2.3879437	85.0	190.125	1.5833334	9.875	0.0	20.998621	2.6666667	119.92933130264282
90	0.61289257	0.65934587	2.728889	0.0	200.0	-0.023311624	0.13847156	1.5509342	0.053399052	0.25333336	0.45000002	0.0	0.37	0.35	2.4346266	91.0	186.75	1.25	13.25	0.0	9.21255	2.5	106.93701410293579
91	0.97270536	0.7736871	2.8999066	0.2	200.0	-0.022168925	0.14197716	1.6852869	0.05552275	0.28444445	0.5	0.0	0.34285715	0.2	2.5699968	109.0	186.91667	1.875	13.083333	0.0	18.27255	3.375	118.95568680763245
92	0.7099349	0.52491426	2.185348	0.0	200.0	-0.01695673	0.118990384	1.6555351	0.030691052	0.27285716	0.6	0.0	0.31666666	0.45000002	2.4307559	116.0	187.08333	1.4583334	12.916667	0.0	9.867455	3.0	113.76635193824768
93	0.66664976	0.50079405	1.8797386	0.0	200.0	-0.024439981	0.09680489	1.5668039	0.0055730627	0.2529412	0.45000002	0.05	0.29285714	0.25	2.4519508	117.0	192.04167	1.4166666	7.9583335	0.0	20.243937	2.25	111.22496938705444
94	0.64023703	0.72082275	3.108425	0.0	200.0	-0.0022189121	0.10466746	1.2971997	0.008102174	0.22903225	0.5	0.05	0.2857143	0.25	2.565827	108.0	192.16667	1.2916666	7.8333335	0.0	15.145473	2.2083333	109.75770878791809
95	0.7845866	0.43134245	1.6666666	0.0	200.0	-0.035672586	0.12309695	1.5805578	0.016125651	0.2653846	0.5	0.05	0.35000002	0.4	2.6208048	109.0	188.5	1.625	11.5	0.0	15.935086	3.0833333	113.16304349899292
96	0.6022827	0.5012631	1.76	0.0	200.0	-0.01534195	0.09074519	1.154559	0.014401495	0.2888889	0.5	0.05	0.33750004	0.25	2.4295218	128.0	192.95833	1.125	7.0416665	0.0	12.992993	1.875	98.18862843513489
97	0.55005306	0.46483025	1.6666666	0.0	200.0	-0.02342164	0.08944311	1.358974	0.037048712	0.35000002	0.7	0.2	0.5	0.25	2.3850255	115.0	196.83333	1.0833334	3.1666667	0.0	37.476257	1.75	88.16039800643921
98	0.47788277	0.38814637	1.1789473	0.0	200.0	-0.020878136	0.12249599	1.4710385	0.05434395	0.28541666	0.5	0.05	0.36	0.3	2.5229368	119.0	197.25	1.0	2.75	0.0	29.147287	1.5833334	80.82224488258362
99	0.4554008	0.4437588	1.5614035	0.0	200.0	-0.019011011	0.13090946	1.4624809	0.061487798	0.26904765	0.6	0.05	0.36	0.45000002	2.2838826	134.0	197.45833	0.875	2.5416667	0.0	25.1625	1.3333334	73.3502869606018
100	0.44689038	0.45374426	1.9333333	0.0	200.0	-0.030954832	0.1628105	1.6107675	0.09601442	0.34545454	0.5	0.15	0.4375	0.4	2.2189784	114.0	197.0	0.9166667	3.0	0.0	20.896097	1.5416666	73.16649222373962
101	0.17037039	0.23041444	0.62222224	0.0	200.0	0.010498994	0.0957532	1.2706509	0.036172275	0.225	0.35	0.05	0.27	0.3	2.4353786	120.0	198.41667	0.41666666	1.5833334	0.0	8.148513	1.0	57.155689001083374
