Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Loss	ClipFrac	Entropy	KL	Acc	MaxAcc	MinAcc	MaxTrialAcc	TestFinetuneAcc	TestFinetuneLoss	TestFinetuneParam	NumAlphaAdj	NumEstimations	NumEdgeTrav	NumIllegalEdgeTrav	NumAlphaAdjBeforeTrav	UniqueEdges	Time
85	3.3884957	0.79081786	4.354401	1.7428572	163.91667	0.010026616	0.16039592	1.8184481	0.024166532	0.35555556	0.7	0.05	0.50000006	0.45000002	2.0116205	116.0	151.375	4.5	12.541667	0.0	12.043755	5.3333335	182.5083167552948
86	3.1339219	1.2401242	4.647042	0.0	159.91667	0.00945819	0.14404835	1.7765656	0.017887376	0.36049995	0.8	0.05	0.5222222	0.35	2.3667169	109.0	149.79167	4.1666665	10.125	0.0	13.325226	4.75	172.2722523212433
87	2.248766	1.0758613	4.4070587	0.2	192.125	0.012909695	0.11342076	1.8322239	0.010749268	0.4	0.8	0.1	0.5928572	0.4	2.0618262	120.0	183.375	3.2916667	8.75	0.0	24.293009	4.0	164.9711525440216
88	1.9484963	1.1991984	4.5500464	0.2	187.83333	0.012021027	0.13989168	1.8213595	0.020420212	0.3197183	0.7	0.05	0.4388889	0.35	2.1744354	113.0	179.41667	2.9583333	8.416667	0.0	31.712763	3.375	154.07606267929077
89	2.750488	1.2036067	4.2496734	0.0	184.33333	0.0024291996	0.11952338	1.781608	0.018079678	0.39239132	0.7	0.05	0.48333332	0.25	2.2377799	101.0	173.08333	3.8333333	11.25	0.0	17.124529	4.375	168.99894428253174
90	2.5304601	1.0864152	4.1736264	0.2	185.66667	0.010948856	0.11140325	1.6858959	0.016528063	0.39709303	0.7	0.05	0.45625	0.45000002	1.8588651	158.0	173.29167	3.5833333	12.375	0.0	16.242163	4.2083335	159.30547070503235
91	2.1501973	1.3702012	4.324635	0.2	182.0	0.00749935	0.13077353	1.7692446	0.02705424	0.37399998	0.8	0.05	0.57857144	0.3	2.392017	80.0	174.54167	3.125	7.4583335	0.0	22.33666	3.3333333	152.99832892417908
92	2.032572	1.267391	4.4239316	0.2	188.0	-0.010080638	0.114225626	1.7151839	0.04073213	0.42266667	0.75	0.1	0.5222222	0.25	2.3162727	129.0	177.04167	3.125	10.958333	0.0	21.927208	3.4583333	153.03808164596558
93	2.5024807	1.5151042	4.216857	0.2	160.95833	0.00070829195	0.1725332	1.8744555	0.036631536	0.34705883	0.65000004	0.0	0.4214286	0.2	2.3650897	154.0	148.70833	3.5416667	12.25	0.0	39.943573	3.9583333	154.61641240119934
94	1.6005591	1.2953911	4.3653846	0.0	188.91667	-0.0017885487	0.15529847	1.7766577	0.065634795	0.40583336	0.75	0.2	0.50625	0.25	2.2987216	159.0	182.33333	2.5	6.5833335	0.0	32.80721	2.75	141.42397785186768
95	2.366108	1.3807176	4.5333333	0.44444445	178.75	0.014936563	0.15164621	1.8994489	0.05129096	0.4329114	0.85	0.1	0.5	0.15	2.5175865	143.0	167.91667	3.2916667	10.833333	0.0	29.070196	3.7916667	153.8849446773529
96	3.5722637	0.71251893	4.3185997	1.4941176	149.0	0.029191213	0.18052459	2.050071	0.033519913	0.3919643	0.7	0.1	0.44444445	0.4	1.857168	185.0	132.08333	4.6666665	16.916666	0.0	7.99564	5.5416665	172.37474489212036
97	2.55743	1.2372204	4.2445345	0.2	182.66667	0.0003158166	0.12795115	1.8714465	0.01775533	0.3477012	0.7	0.05	0.41666672	0.3	2.5689864	97.0	174.41667	3.625	8.25	0.0	21.887918	3.9583333	159.67326045036316
98	1.7673534	1.0753878	3.72	0.0	197.95833	0.01591797	0.15367804	1.6663141	0.07518009	0.42615387	0.8	0.15	0.54285717	0.45000002	1.8988413	111.0	193.5	2.7083333	4.4583335	0.0	35.515858	2.75	147.71134686470032
99	1.3792686	1.1458626	4.0	0.2	194.0	-0.0023015242	0.14848758	1.5729262	0.05610172	0.42452827	0.75	0.0	0.45625	0.3	2.3873432	78.0	190.5	2.2083333	3.5	0.0	42.002384	2.2083333	135.71499514579773
100	1.6408159	0.8704871	3.0141177	0.0	200.0	0.0038774542	0.12940705	1.6579214	0.054212634	0.34545454	0.7	0.05	0.45000002	0.45000002	2.231849	76.0	194.91667	2.75	5.0833335	0.0	30.608515	2.8333333	146.27712321281433
101	1.9759003	1.0963131	4.252564	0.2	192.5	0.0006574307	0.12380525	1.726875	0.046280056	0.30472973	0.65000004	0.0	0.43125	0.5	2.0140038	78.0	186.20833	3.0833333	6.2916665	0.0	26.91789	3.0833333	123.15919041633606
102	1.7604965	1.1262834	4.22548	0.2	191.25	-0.0022007022	0.119959794	1.7964462	0.059230935	0.27391306	0.5	0.05	0.3625	0.35	1.9902242	58.0	184.83333	2.875	6.4166665	0.0	24.41932	2.9583333	117.01448011398315
103	2.2553847	1.0027436	3.8537815	0.85714287	182.75	-0.01151827	0.13000801	1.7774311	0.05485609	0.2572289	0.6	0.0	0.35714287	0.5	1.8607519	70.0	175.41667	3.4583333	7.3333335	0.0	24.07004	3.5	125.60877585411072
